Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0518055,AT & T,N,PR,02,01-01,12-31,N,19-JAN-07,NTNCWS,NA,NA,GW,NA,P,120,1,1,1,1,2,Territory,GW,N,N,N,30,Y,NA,NA,NA,787-729-5516,NA,NA,NA,CARR. # 1 KM. 54.4,BO. MONTELLANOS,CAYEY,00736,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0518065,PEREZ HERMANOS PLAZA,N,PR,02,01-01,12-31,I,09-AUG-99,NTNCWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,N,N,N,125,Y,NA,PEREZ HERMANOS PLAZA,NA,787-738-4261,NA,NA,NA,CARR. # 1 KM.56.2,CERCA SALIDA AUTIPISTA 40,CAYEY,00737,US,PR,NA,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0518095,OLAY COMPANY,N,PR,02,01-01,12-31,I,10-MAY-16,NTNCWS,NA,NA,GW,NA,P,531,1,1,1,2,3,Territory,GW,N,N,N,125,Y,POZO DE AGUA DE OLAY COMPANY,POZO DE AGUA DE OLAY COMPANY,NA,787-738-2191,NA,NA,NA,CARR.735 KM. 2.3 BO. RIO LLANO,PARQUE INDUSTRIAL RINCON,CAYEY,00736,US,PR,N,NA,NA,NA,CAYEY,Cayey Municipio,NA
PR0518125,ACUED. SECTOR LA PIEDRA,N,PR,02,NA,NA,I,30-SEP-12,CWS,NA,NA,GW,NA,L,240,1,1,1,1,2,Territory,GW,N,N,N,60,Y,"LA PIEDRA, ACUED. SECTOR","LA PIEDRA, ACUED. SECTOR",NA,787-375-4617,NA,NA,NA,CARR 7722 KM 2.0 INT,BO LA PIEDRA,CAYEY,00736,US,PR,N,NA,NA,NA,Not Reported,Cayey Municipio,NA
PR0521015,SECTOR AGUSTIN SANTOS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,1250,1,1,1,2,4,Territory,GW,N,N,N,250,Y,NA,SECTOR AGUSTIN SANTOS,NA,809-,NA,NA,NA,NA,CARR. #782 INT 793,"BO. CEIBA, CIDRA",00639,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0521045,TO TAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,480,1,1,1,1,2,Territory,GW,N,N,N,120,Y,NA,TO TAS,NA,809-,NA,NA,NA,CARR. 173 INT. 729,SECTOR TO TA,CIDRA,00739,US,PR,NA,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0521055,BEATRIZ,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,30,1,1,1,1,1,Territory,GW,N,N,N,6,Y,NA,BEATRIZ,NA,809-,NA,NA,NA,NA,CARR. #1 KM. 50.7,"BO. BEATRIZ, CIDRA",00639,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0521065,SMITHKLINE BEECHAM (CORK) LIMITED,N,PR,02,01-01,12-31,N,02-MAY-06,NTNCWS,NA,NA,GW,NA,P,302,1,1,1,1,2,Territory,GW,N,N,N,225,Y,NA,NA,NA,787-766-4000,NA,NA,NA,CARR. # 172 KM. 9.1,BO. CERTENEJAS,CIDRA,00739,US,PR,N,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0521095,INSTRUMENTACION LABORATORY,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,50,1,1,1,1,1,Territory,GW,N,N,N,12,Y,NA,INSTRUMENTACION LABORATORY,NA,809-739-8481,NA,NA,NA,CARR.172 OFF TREASURE,ISLAND ROAD KM.14.3,CIDRA,00739,US,PR,NA,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0521115,LA CAPILLA,N,PR,02,01-01,12-31,I,01-JUN-87,CWS,NA,NA,GW,NA,NA,860,1,1,1,2,3,Territory,GW,N,N,N,215,Y,NA,LA CAPILLA,NA,NA,NA,NA,NA,NA,CARR. 782 RAMAL 7782 KM. 4.3,"BO. CEIBA, CIDRA",NA,US,PR,NA,NA,NA,NA,CIDRA,Cidra Municipio,NA
PR0521125,ZENITH,N,PR,02,01-01,01-02,I,01-JUN-91,NTNCWS,NA,NA,GW,NA,P,80,1,1,1,1,1,Territory,GW,N,N,N,20,Y,NA,ZENITH,NA,809-,NA,NA,NA,INDUSTRIAL PARK LOT C,NA,CIDRA,00639,US,PR,NA,NA,NA,NA,Not Reported,Cidra Municipio,NA
PR0523015,PALOMAS I,N,PR,02,NA,NA,I,16-OCT-09,CWS,NA,NA,GW,NA,P,80,1,1,1,1,1,Territory,GW,N,N,N,15,Y,PALOMAS I,PALOMAS I,NA,787-875-0534,NA,NA,NA,CARR. 779 KM.1.0,CERCA CASA CARLOS VELEZ,COMERIO,00782,US,PR,N,NA,NA,NA,COMERIO,Comerio Municipio,NA
PR0523035,MANGO ABAJO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,160,1,1,1,1,2,Territory,SW,N,N,N,40,Y,NA,MANGO ABAJO,NA,809-875-2032,NA,NA,NA,NA,"CARR #779 KM 2,3",BO. PALOMAS COMERIO,00642,US,PR,NA,NA,NA,NA,Not Reported,Comerio Municipio,NA
PR0523045,ACUEDUCTO COMUNIDAD ZAMORRA,N,PR,02,01-01,12-31,N,02-MAY-06,CWS,NA,NA,GW,NA,P,184,1,1,1,1,2,Territory,GW,N,N,N,46,Y,NA,NA,NA,787-875-1024,NA,NA,NA,CARR. 780 KM.3.2 BO.DO%A ELENA,COLMADO BERRIOS,COMERIO,00782,US,PR,N,NA,NA,NA,COMERIO,Comerio Municipio,NA
PR0523063,LA LOMA LOS PINOS,N,PR,02,01-01,12-31,I,01-JUL-88,CWS,NA,NA,SW,NA,NA,125,1,1,1,1,2,Territory,SW,N,N,N,0,Y,NA,LA LOMA LOS PINOS,NA,NA,NA,NA,NA,NA,CARR 780,FRENTE ESCUELA LOS PINOS,00642,US,PR,NA,NA,NA,NA,Not Reported,Comerio Municipio,NA
PR0523065,LA LOMA LOS PINOS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,125,1,1,1,1,2,Territory,GW,N,N,N,31,Y,NA,LA LOMA LOS PINOS,NA,809-,NA,NA,NA,CARR. 780 (FRENTE,ESCUELA LOS PINOS),COMER?O,00782,US,PR,NA,NA,NA,NA,Not Reported,Comerio Municipio,NA
PR0523075,VIANA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,40,1,1,1,1,1,Territory,SW,N,N,N,10,Y,NA,VIANA,NA,NA,NA,NA,NA,NA,CARR #167 KM 4.1 SEC SALTO,BO. DONA ELENA COMERIO,00642,US,PR,NA,NA,NA,NA,Not Reported,Comerio Municipio,NA
PR0523115,LA PRIETA,N,PR,02,NA,NA,I,10-JUL-08,CWS,NA,NA,GW,NA,L,100,1,1,1,1,1,Territory,GW,N,N,N,25,Y,LA PRIETA,LA PRIETA,NA,787-470-1301,NA,NA,NA,CARR. 781 KM. 3.0 INT.,BO. CEDRITO SECTOR LA PRIETA,COMERIO,00782,US,PR,NA,NA,NA,NA,COMERIO,Comerio Municipio,NA
PR0530015,CHEVRON PHILLIPS CHEMICAL PR CORE LLC,N,PR,02,01-01,12-31,N,04-MAY-06,NTNCWS,NA,NA,GW,NA,P,500,1,1,1,1,2,Territory,GW,N,N,N,125,Y,NA,NA,NA,787-864-1515,NA,NA,NA,CARR. 710 KM. 1.0,BO. LAS MAREAS,GUAYAMA,00784,US,PR,N,NA,NA,NA,GUAYAMA,Guayama Municipio,NA
PR0530025,S.Y.F. LABORATORIES,N,PR,02,01-01,12-31,I,01-JUN-87,TNCWS,NA,NA,GW,NA,S,150,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,S.Y.F. LABORATORIES,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 143.,GUAYAMA,00654,US,PR,NA,NA,NA,NA,Not Reported,Guayama Municipio,NA
PR0530035,POZO HONDO,N,PR,02,NA,NA,I,02-MAR-00,CWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,N,N,N,25,Y,NA,NA,NA,787-864-0600,NA,NA,NA,CARR. 53 SALIDA SALINAS,SECTOR POZO HONDO BO. JOBOS,GUAYAMA,00785,US,PR,NA,NA,NA,NA,GUAYAMA,Guayama Municipio,NA
PR0530055,CENTRO TRINIDAD,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,48,1,1,1,1,1,Territory,SW,N,N,N,12,Y,NA,CENTRO TRINIDAD,NA,809-864-3076,NA,NA,NA,CARR.179 INT.747 SEC.CULEBRA,KM.0.8 BO.GUAMANI,GUAYAMA,00654,US,PR,NA,NA,NA,NA,Not Reported,Guayama Municipio,NA
PR0530065,ENCHAUTEGUI,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,36,1,1,1,1,1,Territory,SW,N,N,N,9,Y,NA,ENCHAUTEGUI,NA,809-,NA,NA,NA,CARR.179 INT.764 BO.GUAMANI,KM.0.8 SEC. ENCHAUTEGUI,GUAYAMA,00654,US,PR,NA,NA,NA,NA,Not Reported,Guayama Municipio,NA
PR0530075,VILLA VERDE,N,PR,02,NA,NA,I,02-JAN-08,CWS,NA,NA,SW,NA,P,260,1,1,1,1,2,Territory,SW,N,N,N,65,Y,VILLA VERDE,VILLA VERDE,NA,787-866-5506,NA,NA,NA,CARR.179 INT.RAMAL 747,KM.4.1 BO.GUAMANI SECT.CULEBRA,GUAYAMA,00785,US,PR,NA,NA,NA,NA,GUAYAMA,Guayama Municipio,NA
PR0530085,CARITE LAKES,N,PR,02,01-01,12-31,I,24-SEP-15,TNCWS,NA,NA,GW,NA,P,150,1,1,1,1,2,Territory,GW,N,N,N,38,Y,CARITE LAKES,CARITE LAKES,NA,787-763-4004,NA,NA,NA,CARR. 742 KM. 2.5,BO. CARITE SECTOR LAS VILLAS,GUAYAMA,00784,US,PR,N,NA,NA,NA,GUAYAMA,Guayama Municipio,NA
PR0549025,LIZAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,100,1,1,1,1,1,Territory,SW,N,N,N,25,Y,NA,LIZAS,NA,809-,NA,NA,NA,CARR. 759 KM. 3.9 INT,BO. LIZAS,MAUNABO,00707,US,PR,NA,NA,NA,NA,Not Reported,Maunabo Municipio,NA
PR0549035,LA PICA,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,125,1,1,1,1,2,Territory,SW,N,N,N,31,Y,NA,LA PICA,NA,809-,NA,NA,NA,CARR. 103 KM.1.2,BO. TALANTE,MAUNABO,00707,US,PR,NA,NA,NA,NA,MAUNABO,Maunabo Municipio,NA
PR0556065,BO. RIOS,N,PR,02,NA,NA,I,19-FEB-10,CWS,NA,NA,SW,NA,P,157,1,1,1,1,2,Territory,SW,N,N,N,80,Y,BO. RIOS,BO. RIOS,NA,787-839-7480,NA,NA,NA,CARR. 758 KM. 6.0,BO. RIOS,PATILLAS,00723,US,PR,N,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0556095,GUARDARRAYA,N,PR,02,NA,NA,I,08-OCT-14,CWS,NA,NA,SW,NA,P,120,1,1,1,1,2,Territory,SW,N,N,N,30,Y,GUARDARRAYA,GUARDARRAYA,NA,787-839-6236,NA,NA,NA,BO. GUARDARRAYA CARR.3 KM113.1,SECTOR CENTRO COOPERATIVO,PATILLAS,00723,US,PR,N,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0556105,APEADERO II,N,PR,02,NA,NA,I,09-JAN-98,CWS,NA,NA,GW,NA,P,120,1,1,1,1,2,Territory,GW,N,N,N,30,Y,NA,APEADERO II,NA,787-   -,NA,NA,NA,CARR. 3 K 122.4 INT.757,BO. APEADERO  KM. 3.4,PATILLAS,00723,US,PR,NA,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0556115,COM. JAGUAL,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,50,1,1,1,1,1,Territory,GW,N,N,N,13,U,COMUNIDAD JAGUAL,COMUNIDAD JAGUAL,NA,787-839-7475,NA,NA,NA,CARR. 184 KM 3.3 INT.,BO. JAGUAL,PATILLAS,00723,US,PR,N,NA,NA,NA,PATILLAS,Patillas Municipio,NA
PR0563015,CORPORACION AZUCARERA AGUIRRE,N,PR,02,NA,NA,I,30-SEP-12,CWS,NA,NA,GW,NA,P,1500,1,1,1,2,4,Territory,GW,N,N,N,375,Y,CORPORACION AZUCARERA AGUIRRE,CORPORACION AZUCARERA AGUIRRE,NA,787-723-9090,NA,NA,NA,CARR. 705 KM. 2.2,NA,SALINAS,00751,US,PR,N,NA,NA,NA,SALINAS,Salinas Municipio,NA
PR0563025,COCO NUEVO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,160,1,1,1,1,2,Territory,SW,N,N,N,40,Y,NA,COCO NUEVO,NA,NA,NA,NA,NA,NA,CARR. #1 KM. 84.1,"BO. LAPA, SALINAS",00751,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0563035,LA JULIA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,120,1,1,1,1,2,Territory,GW,N,N,N,30,Y,NA,LA JULIA,NA,NA,NA,NA,NA,NA,CARR. #3 KM. 150.0,SALINAS,00751,US,PR,NA,NA,NA,NA,Not Reported,Salinas Municipio,NA
PR0563045,SECTOR LANAUSSE,N,PR,02,01-01,12-31,I,01-JUN-87,TNCWS,NA,NA,GW,NA,S,50,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,SECTOR LANAUSSE,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 153.4,"BO. AGUIRRE, SALINAS",00751,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0563055,CANO VERDE-VILLA COLORADO,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,50,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,CANO VERDE-VILLA COLORADO,NA,809-,NA,NA,NA,NA,CARR. #1 KM. 89.9,"BO. RIO JUEYES,SLAINAS",00751,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0563075,SALINAS SPEEDWAY,N,PR,02,01-01,12-31,I,01-DEC-86,TNCWS,NA,NA,GW,NA,S,300,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,SALINAS SPEEDWAY,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 156.4 LA JAGUA,"BO. AGUIRRE, SALINAS",00608,US,PR,NA,NA,NA,NA,Not Reported,Guayama Municipio,NA
PR0563115,PRODUCTOS AVICOLAS DEL SUR,N,PR,02,01-01,12-31,I,20-MAR-12,NTNCWS,NA,NA,GW,NA,L,450,1,1,1,1,2,Territory,GW,N,N,N,1,Y,PRODUCTOS AVICOLAS DEL SUR,PRODUCTOS AVICOLAS DEL SUR,NA,787-853-2443,NA,NA,NA,CARR. 3 KM. 152.6,SECTOR ABEY BO. AGURRE,SALINAS,00751,US,PR,N,NA,NA,NA,SALINAS,Salinas Municipio,NA
PR0563125,CENTRO ENVEJECIENTES GODREAU,N,PR,02,01-01,12-31,I,29-OCT-07,NTNCWS,NA,NA,GW,NA,L,43,1,1,1,1,1,Territory,GW,N,N,N,1,Y,"RAMIREZ SUAREZ, ALICIA","RAMIREZ SUAREZ, ALICIA",NA,787-273-1878,NA,787-783-4560,NA,APARTADO 3930,NA,GUAYNABO,00970-3930,US,PR,NA,NA,NA,NA,SALINAS,Salinas Municipio,NA
PR0604026,PAJILLAS,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,100,1,1,1,1,1,Territory,GW,N,N,N,25,Y,NA,PAJILLAS,NA,809-,NA,NA,NA,NA,CARR. #797 KM. 1.6 INT,"BO. JAGUEYES, AGUAS BUENAS",00607,US,PR,NA,NA,NA,NA,Not Reported,Aguas Buenas Municipio,NA
PR0604106,RATTAN BORICUA,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,40,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,RATTAN BORICUA,NA,809-,NA,NA,NA,NA,CARR 797 PAJILLAS,BO JAGUEYS AGUAS BUENAS,00607,US,PR,NA,NA,NA,NA,Not Reported,Aguas Buenas Municipio,NA
PR0604116,LA RAMPLA-SIRIMAR,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,25,1,1,1,1,1,Territory,GW,N,N,N,6,Y,NA,LA RAMPLA-SIRIMAR,NA,809-755-8768,NA,NA,NA,NA,CARR. 173 KM.6.6,"BO. SUMIDERO, AGUAS BUENAS",00607,US,PR,NA,NA,NA,NA,Not Reported,Aguas Buenas Municipio,NA
PR0604136,CAGUITAS CENTRO,N,PR,02,NA,NA,I,30-MAY-98,CWS,NA,NA,SW,NA,P,150,1,1,1,1,2,Territory,SW,N,N,N,38,Y,NA,CAGUITAS CENTRO,NA,787-732-8347,NA,NA,NA,CAGUITAS CENTRO ARRIBA,CARR. 777 INT. KM. 1.4,AGUAS BUENAS,00703,US,PR,NA,NA,NA,NA,AGUAS BUENAS,Aguas Buenas Municipio,NA
PR0604146,LAS HACIENDAS,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,200,1,1,1,1,2,Territory,SW,N,N,N,40,Y,NA,LAS HACIENDAS,NA,NA,NA,NA,NA,NA,CARR. #173 KM. 6.5 RAMAL INT,"BO. SUMIDERO, AGUAS BUENAS",NA,US,PR,NA,NA,NA,NA,Not Reported,Aguas Buenas Municipio,NA
PR0604166,PAJITAS FALCON,N,PR,02,NA,NA,I,16-MAY-07,CWS,NA,NA,GW,NA,P,268,1,1,1,1,2,Territory,GW,N,N,N,49,Y,PAJITAS FALCON,PAJITAS FALCON,NA,787-732-4259,NA,NA,NA,CARR. 790 KM. 1 BO.BAYAMONCITO,SECTOR PAJITAS FALCON,AGUAS BUENAS,00703,US,PR,NA,NA,NA,NA,AGUAS BUENAS,Aguas Buenas Municipio,NA
PR0613026,BORINQUEN,N,PR,02,01-01,12-31,I,01-FEB-87,CWS,NA,NA,GW,NA,S,250,1,1,1,1,2,Territory,GW,N,N,N,62,Y,NA,BORINQUEN,NA,809-,NA,NA,NA,NA,CARR. #765 KM.2.5,"BO. BORINQUEN, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613066,VELAZQUEZ,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,160,1,1,1,1,2,Territory,GW,N,N,N,32,Y,NA,VELAZQUEZ,NA,NA,NA,NA,NA,NA,CARR. #784 KM.4.8 RAMAL INT,BO. CANABON CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613076,P.B. JACKETS,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,75,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,P.B. JACKETS,NA,NA,NA,NA,NA,NA,CARR. #1 KM. 33.5,CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Caguas Municipio,NA
PR0613086,LAS HORMIGAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,2200,1,1,1,2,4,Territory,GW,N,N,N,550,Y,NA,LAS HORMIGAS,NA,809-747-7740,NA,NA,NA,COMUNIDAD LAS HORMIGAS,CARR. 785 KM. 6.0 INT.,CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Caguas Municipio,NA
PR0613096,CERTENEJAS,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,1200,1,1,1,2,4,Territory,GW,N,N,N,300,Y,NA,CERTENEJAS,NA,809-747-7117,NA,NA,NA,BO. CANABONCITO,CARR. 172 KM. 4.2,CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Caguas Municipio,NA
PR0613116,BAIROA ADENTRO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,115,1,1,1,1,2,Territory,SW,N,N,N,29,Y,NA,BAIROA ADENTRO,NA,809-747-8436,NA,NA,NA,CARR. 156 KM. 5.3 INT.,SEC. LAS CAROLINAS,CAGUAS,00725,US,PR,NA,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0613126,SAN SALVADOR HATO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,25,1,1,1,1,1,Territory,SW,N,N,N,5,Y,NA,SAN SALVADOR HATO,NA,809-,NA,NA,NA,NA,CARR. #7765 KM. 4.0,"BO. SAN SALVADOR HATO, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613136,BORINQUEN ATRAVESADA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,55,1,1,1,1,1,Territory,SW,N,N,N,13,Y,NA,BORINQUEN ATRAVESADA,NA,809-,NA,NA,NA,NA,CARR. #763 KM.8.7 INT,"BO. BORINQUEN, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613176,SECTOR LAJITAS,N,PR,02,NA,NA,I,13-JUN-18,CWS,NA,NA,SW,NA,P,33,1,1,1,1,1,Territory,SW,N,N,N,18,Y,SECTOR LAJITAS,SECTOR LAJITAS,NA,787-703-1068,NA,NA,NA,BO. BORINQUEN,CARR. 765 KM. 3.4 INT.,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0613186,SAN SALVADOR II,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,NA,50,1,1,1,1,1,Territory,SW,N,N,N,12,Y,NA,SAN SALVADOR II,NA,809-,NA,NA,NA,NA,CARR #765 KM. 7.0,"BO SAN SLAVADOR, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613206,BORIQUEN-NARANJITO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,44,1,1,1,1,1,Territory,SW,N,N,N,11,Y,NA,BORIQUEN-NARANJITO,NA,809-,NA,NA,NA,CARR. 766 KM. 2.4,BO. BORINQUEN,CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Caguas Municipio,NA
PR0613216,BORINQUEN-NARANJITO II,N,PR,02,NA,NA,I,03-FEB-00,CWS,NA,NA,GW,NA,P,44,1,1,1,1,1,Territory,GW,N,N,N,11,Y,NA,NA,NA,787-747-3842,NA,NA,NA,CARR. 766 KM. 2.0,NA,CAGUAS,00725,US,PR,NA,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0613286,CERTENEJAS-CANABONCITO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,275,1,1,1,1,2,Territory,GW,N,N,N,68,Y,NA,CERTENEJAS-CANABONCITO,NA,809-,NA,NA,NA,NA,CARR. #172 KM. 5.0 INT,"BO. CANABONCITO, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613306,SAVOY-ATLAS FINE FOOD INC.,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,26,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,SAVOY-ATLAS FINE FOOD INC.,NA,809-746-6167,NA,NA,NA,NA,CALLE A ESQ B URB IND,VILLA BLANCA CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613316,HOSPITAL REGIONAL,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,2000,1,1,1,2,4,Territory,GW,N,N,N,0,Y,NA,HOSPITAL REGIONAL,NA,809-744-3141,NA,NA,NA,NA,CARR. #172 KM. 1.0,"URB. TURABO GARDENS, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613326,HOSPITAL SAN RAFAEL,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,200,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,HOSPITAL SAN RAFAEL,NA,809-,NA,NA,NA,NA,MUNOZ RIVER II 15,CAGUAS,00625,US,PR,NA,NA,NA,NA,Not Reported,Caguas Municipio,NA
PR0613336,TURY PACKING,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,60,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,TURY PACKING,NA,809-743-2556,NA,NA,NA,NA,CENTRO INDUSTRIAL,"VILLA BLANCA, CAGUAS",00625,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0613356,FINCA MI RECREO,N,PR,02,NA,NA,I,28-NOV-12,CWS,NA,NA,SW,NA,P,160,1,1,1,1,2,Territory,SW,N,N,N,30,Y,FINCA MI RECREO,FINCA MI RECREO,NA,787-760-6502,NA,NA,NA,CARR. #1 KM.49.1 INT.,BO. BEATRIZ SEC.PINAS,CAGUAS,00725,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
